Trigger: G-switch.
Smart Recovery option enabled with altitude setting of 685 ft.
Timed recovery set at 16 sec (drogue) and 0 sec (main).
Data is sampled at 200 Hz.
Inputs that were sampled: Acceleration, Pressure, the digital inputs, ADC0, ADC1, ADC2, ADC3.
This data was generated with version 4.2 of the RDAS windows software,
and downloaded from an RDAS board with firmware version 3.1
  Acc [G]  Alt [ft] 
     -0.0      2832 
     -0.0      2832 
     -0.0      2832 
     -0.0      2860 
      0.2      2860 
      0.1      2832 
      0.1      2832 
      0.3      2832 
      0.2      2832 
      0.3      2832 
      0.2      2832 
      0.3      2832 
      0.2      2832 
     -0.0      2832 
      0.1      2832 
      0.1      2832 
      0.2      2832 
     -0.2      2832 
     -0.0      2832 
      0.3      2832 
     -0.0      2860 
      0.2      2832 
      0.1      2832 
     -0.0      2832 
      0.1      2832 
     -0.0      2832 
     -0.0      2832 
      0.1      2860 
      0.1      2860 
      0.1      2832 
      0.1      2832 
     -0.2      2832 
     -0.0      2832 
      0.1      2860 
      0.1      2832 
      0.1      2832 
      0.1      2805 
     -0.2      2832 
     -0.0      2832 
     -0.0      2832 
     -0.0      2832 
      0.1      2832 
     -0.0      2832 
      0.1      2832 
      0.2      2832 
      0.1      2832 
     -0.0      2832 
     -0.0      2832 
      0.1      2832 
      0.1      2832 
     -0.0      2832 
      0.1      2832 
      0.1      2832 
      0.1      2832 
      0.1      2832 
      0.1      2832 
      0.2      2832 
      0.1      2832 
     -0.0      2832 
      0.1      2832 
      0.1      2832 
      0.2      2832 
      0.3      2832 
      0.3      2860 
      0.2      2832 
      0.2      2832 
      0.3      2832 
      0.2      2832 
      0.1      2832 
      0.1      2832 
      0.1      2832 
     -0.0      2832 
     -0.0      2832 
     -0.2      2860 
     -0.2      2832 
     -0.0      2832 
     -0.0      2860 
     -0.3      2860 
     -0.3      2832 
      0.1      2832 
     -0.2      2860 
      0.1      2832 
     -0.0      2832 
      0.1      2860 
      0.1      2832 
      0.1      2860 
      0.2      2832 
      0.2      2832 
      0.2      2832 
      0.2      2860 
      0.3      2832 
      0.2      2832 
      0.1      2832 
      0.1      2832 
      0.3      2860 
      0.2      2832 
     -0.2      2832 
     -0.0      2832 
     -0.0      2860 
      0.1      2832 
     -0.0      2860 
     -0.0      2860 
     -0.0      2832 
      0.1      2832 
      0.2      2832 
      0.2      2832 
      0.1      2832 
     -0.0      2860 
      0.2      2832 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2832 
      0.1      2860 
     -0.0      2860 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2832 
     -0.0      2860 
      0.1      2832 
      0.1      2860 
     -0.0      2832 
      0.2      2860 
      0.1      2832 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2832 
      0.1      2860 
      0.2      2832 
      0.2      2832 
     -0.0      2860 
     -0.0      2832 
      0.1      2860 
      0.1      2860 
      0.2      2832 
      0.1      2832 
     -0.0      2832 
      0.2      2860 
      0.2      2860 
     -0.0      2832 
      0.1      2860 
      0.1      2832 
     -0.0      2832 
      0.1      2860 
      0.2      2860 
      0.1      2860 
      0.1      2832 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
      0.1      2832 
     -0.0      2860 
      0.1      2860 
      0.1      2832 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
      0.2      2832 
      0.2      2860 
      0.1      2860 
      0.1      2860 
      0.2      2860 
      0.1      2860 
      0.2      2832 
     -0.2      2860 
      0.1      2860 
      0.1      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2860 
     -0.0      2860 
      0.2      2860 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
     -0.6      2860 
      5.4      2832 
     -9.3      2749 
     12.5      2694 
     13.4      2611 
     10.4      2584 
      5.5      2639 
     -2.5      2694 
      0.6      2777 
     -1.5      2860 
     -1.3      2860 
     -0.6      2860 
     -0.2      2860 
     -0.2      2860 
     -0.2      2860 
     -0.0      2860 
     -0.3      2860 
     -0.3      2860 
     -0.0      2860 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
      0.3      2860 
      0.2      2860 
     -0.0      2860 
     -0.2      2860 
      0.1      2860 
     -0.2      2860 
     -0.2      2860 
     -0.2      2860 
     -0.3      2860 
     -0.2      2832 
     -0.0      2860 
     -0.3      2860 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
      0.2      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2860 
      0.2      2888 
     -0.2      2832 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2860 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
     -0.2      2860 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2860 
     -0.2      2860 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
      0.1      2832 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2888 
      0.1      2860 
     -0.0      2860 
     -0.2      2860 
      0.2      2860 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2860 
      0.2      2860 
      0.1      2860 
     -0.2      2860 
     -0.0      2860 
      0.2      2860 
     -0.0      2888 
      0.1      2860 
      0.3      2860 
      0.3      2860 
     -0.0      2860 
      0.2      2860 
      0.2      2860 
      0.2      2860 
      0.1      2860 
      0.2      2860 
      0.1      2860 
      0.1      2860 
     -0.0      2860 
     -0.0      2860 
     -0.2      2888 
     -0.2      2860 
     -0.4      2860 
     -0.2      2860 
     -0.3      2860 
     -0.0      2860 
     -0.3      2860 
     -0.2      2860 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2860 
      0.2      2860 
      0.2      2860 
      0.3      2888 
      0.1      2888 
      0.3      2860 
      0.1      2860 
      0.2      2860 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
     -0.2      2888 
     -0.0      2860 
      0.1      2860 
      0.2      2860 
      0.1      2860 
      0.1      2860 
     -0.4      2888 
     -1.1      2888 
     -2.5      2860 
     -4.2      2860 
     -3.1      2860 
     -4.2      2860 
     -4.8      2860 
     -5.7      2860 
     -5.7      2860 
     -5.8      2860 
     -6.2      2888 
     -7.1      2860 
     -6.3      2860 
     -5.7      2860 
     -4.5      2888 
     -4.5      2860 
     -2.5      2888 
     -1.3      2860 
     -0.6      2860 
     -0.0      2860 
      0.3      2860 
      0.6      2860 
      0.6      2860 
      0.3      2860 
      0.3      2860 
      0.5      2860 
      0.3      2860 
      0.3      2860 
      0.5      2860 
      0.5      2860 
      0.3      2860 
      0.5      2860 
      0.5      2888 
      0.3      2860 
      0.3      2860 
      0.2      2860 
      0.3      2860 
      0.6      2860 
      0.7      2860 
      0.5      2860 
      0.3      2860 
      0.6      2860 
      0.7      2888 
      0.5      2860 
      0.5      2860 
      0.6      2860 
      0.6      2860 
      0.5      2860 
      0.2      2860 
      0.5      2860 
      0.2      2860 
      0.2      2860 
     -0.0      2860 
      0.1      2860 
      0.1      2860 
      0.1      2860 
      0.2      2860 
     -0.0      2860 
      0.2      2860 
      0.2      2860 
      0.3      2888 
      0.2      2860 
      0.3      2860 
      0.5      2860 
      0.3      2832 
      0.3      2860 
      0.7      2860 
      0.5      2860 
      0.6      2860 
      0.5      2860 
      0.5      2860 
      0.3      2860 
      0.2      2860 
      0.5      2860 
      0.3      2860 
      0.2      2860 
      0.3      2860 
      0.1      2860 
      0.2      2860 
      0.2      2860 
      0.2      2860 
      0.3      2860 
      0.3      2860 
      0.1      2860 
      0.3      2860 
      0.3      2860 
      0.1      2860 
      0.2      2860 
      0.3      2860 
      0.2      2860 
      0.3      2860 
      0.3      2832 
      0.3      2860 
      0.3      2832 
      0.1      2832 
      0.2      2832 
      0.2      2832 
      0.2      2860 
      0.2      2860 
      0.3      2860 
      0.5      2832 
      0.3      2832 
      0.1      2832 
      0.2      2860 
      0.3      2860 
      0.1      2860 
      0.2      2832 
      0.3      2860 
      0.2      2860 
      0.2      2832 
      0.3      2832 
      0.2      2860 
      0.3      2860 
      0.2      2860 
      0.1      2860 
      0.3      2860 
      0.2      2832 
      0.3      2832 
      0.3      2832 
      0.2      2832 
      0.1      2860 
      0.1      2860 
      0.1      2860 
      0.3      2860 
      0.3      2832 
      0.3      2860 
      0.2      2860 
      0.1      2832 
      0.2      2832 
      0.2      2860 
      0.2      2832 
      0.1      2832 
      0.2      2860 
      0.2      2860 
      0.2      2860 
      0.3      2860 
     -0.0      2860 
      0.2      2832 
      0.3      2860 
     -0.0      2860 
      0.1      2832 
      0.2      2832 
     -0.0      2832 
     -0.0      2860 
      0.3      2832 
      0.2      2832 
      0.3      2860 
      0.3      2860 
      0.2      2860 
      0.2      2832 
      0.3      2832 
      0.2      2860 
      0.3      2860 
      0.1      2832 
      0.2      2860 
      0.3      2832 
      0.5      2860 
      0.5      2832 
      0.5      2860 
      0.2      2860 
      0.2      2832 
      0.3      2832 
      0.2      2860 
      0.1      2832 
      0.2      2860 
      0.2      2832 
      0.3      2860 
      0.3      2860 
      0.2      2860 
      0.3      2860 
      0.1      2860 
      0.1      2860 
      0.2      2860 
      0.3      2832 
      0.2      2860 
      0.3      2860 
      0.3      2832 
      0.2      2832 
      0.2      2832 
      0.2      2860 
      0.2      2860 
      0.5      2860 
      0.5      2860 
      0.3      2860 
      0.3      2860 
      0.1      2860 
      0.2      2860 
      0.5      2860 
      0.3      2860 
      0.2      2860 
      0.2      2860 
      0.2      2860 
      0.5      2860 
      0.5      2860 
      0.2      2860 
      0.3      2860 
      0.2      2860 
      0.2      2860 
      0.3      2860 
      0.3      2860 
      0.3      2860 
      0.3      2888 
      0.1      2888 
      0.2      2860 
      0.2      2860 
      0.3      2888 
      0.5      2888 
      0.3      2860 
      0.3      2888 
      0.5      2860 
      0.5      2888 
      0.2      2888 
      0.3      2888 
      0.2      2888 
      0.2      2888 
      0.5      2860 
      0.3      2888 
      0.2      2860 
      0.3      2888 
      0.5      2888 
      0.3      2888 
      0.5      2860 
      0.5      2888 
      0.3      2860 
      0.3      2888 
      0.3      2860 
      0.3      2860 
      0.3      2860 
      0.3      2888 
      0.3      2860 
      0.3      2860 
      0.5      2860 
      0.2      2860 
      0.5      2860 
      0.5      2860 
      0.3      2860 
      0.6      2832 
      0.3      2860 
      0.3      2832 
      0.5      2860 
      0.5      2860 
      0.5      2860 
      0.3      2832 
      0.5      2832 
      0.3      2832 
      0.6      2832 
      0.5      2832 
      0.3      2832 
      0.5      2832 
      0.5      2832 
      0.2      2860 
      0.6      2832 
      0.5      2860 
      0.3      2832 
      0.6      2832 
      0.3      2832 
      0.5      2832 
      0.6      2832 
      0.3      2832 
      0.3      2832 
      0.2      2832 
      0.3      2832 
      0.6      2860 
      0.5      2832 
      0.3      2832 
      0.5      2805 
      0.2      2832 
      0.2      2832 
      0.5      2805 
      0.2      2832 
      0.1      2832 
      0.3      2832 
      0.3      2805 
      0.1      2805 
      0.2      2832 
      0.1      2832 
      0.2      2805 
      0.3      2805 
      0.3      2832 
      0.3      2805 
      0.3      2832 
      0.6      2832 
      0.6      2805 
      0.3      2832 
      0.5      2832 
      0.7      2832 
      0.6      2805 
      0.5      2805 
      0.3      2832 
      0.3      2832 
      0.5      2805 
      0.2      2805 
      0.3      2805 
      0.2      2832 
      0.2      2832 
      0.1      2805 
      0.2      2832 
      0.2      2805 
     -0.0      2805 
     -0.2      2805 
     -1.2      2805 
     -0.2      2805 
     -0.4      2805 
     -0.0      2805 
      0.3      2832 
      0.5      2805 
      0.1      2832 
     -0.0      2832 
     -0.0      2805 
      0.3      2805 
      0.3      2832 
      0.1      2805 
     -0.0      2805 
     -0.3      2805 
     -0.9      2805 
     -1.2      2805 
     -1.7      2805 
     -2.0      2805 
     -1.2      2805 
     -0.4      2805 
     -0.0      2805 
     -0.0      2832 
     -0.2      2805 
     -0.4      2805 
     -0.7      2805 
     -1.1      2805 
     -0.8      2805 
     -0.8      2805 
     -0.8      2805 
    -28.6      2805 
    -63.5      2860 
    -48.9      2777 
    -12.5      2777 
      2.8      2832 
      4.6      2805 
      3.2      2805 
      3.9      2777 
      1.1      2777 
      0.5      2805 
      1.4      2805 
      1.1      2777 
      2.7      2805 
      1.2      2805 
      2.0      2805 
      0.6      2805 
      1.1      2777 
      4.8      2805 
      8.9      2805 
      7.0      2805 
      2.0      2805 
      2.1      2805 
      4.7      2805 
      1.6      2805 
      1.5      2805 
      1.0      2805 
      3.0      2805 
      3.9      2805 
      2.0      2805 
      1.4      2805 
      1.9      2805 
      2.7      2832 
      1.6      2805 
      2.0      2805 
      1.5      2805 
      1.1      2805 
      2.4      2832 
      1.8      2805 
      1.2      2805 
      1.6      2805 
      4.3      2805 
      5.9      2805 
      2.8      2805 
      2.1      2805 
      1.2      2777 
      2.9      2805 
      2.4      2805 
      2.8      2805 
      5.0      2805 
      6.1      2805 
      7.8      2832 
      8.7      2805 
      5.9      2805 
      3.2      2832 
      6.1      2805 
      6.1      2832 
      5.5      2832 
      5.1      2805 
      2.8      2805 
      0.5      2805 
     -0.6      2805 
     -0.8      2777 
     -1.5      2777 
     -0.0      2805 
     -1.3      2805 
     -3.3      2805 
     -5.3      2805 
     -5.7      2805 
     -1.6      2777 
     -0.8      2805 
     -1.7      2805 
     -1.2      2777 
     -1.2      2777 
     -1.7      2777 
     -1.7      2805 
     -0.8      2777 
      0.3      2805 
      1.0      2805 
      0.6      2777 
      0.6      2805 
      0.3      2805 
      0.2      2777 
      0.1      2777 
      0.3      2777 
      0.2      2805 
     -0.0      2777 
     -0.2      2777 
     -0.8      2777 
     -0.8      2777 
     -0.8      2777 
     -1.5      2777 
     -2.1      2777 
     -1.7      2777 
     -1.3      2805 
     -1.1      2777 
     -0.8      2777 
     -0.8      2777 
     -1.8      2777 
     -2.1      2777 
     -1.7      2777 
     -0.6      2777 
     -0.7      2777 
     -1.3      2805 
     -1.1      2777 
     -1.3      2777 
     -1.6      2805 
     -0.7      2777 
     -0.6      2777 
     -1.2      2777 
     -0.8      2777 
     -0.6      2777 
     -0.3      2777 
     -0.3      2777 
     -0.6      2777 
     -0.4      2777 
     -0.0      2777 
     -0.4      2805 
     -0.4      2805 
     -0.0      2777 
     -0.3      2777 
     -0.2      2777 
     -0.3      2805 
     -0.8      2777 
     -1.1      2777 
     -1.1      2777 
     -0.9      2777 
     -0.8      2777 
     -1.1      2777 
     -1.8      2777 
     -2.0      2777 
     -2.0      2777 
     -2.0      2777 
     -1.5      2777 
     -1.1      2777 
     -1.1      2777 
     -1.1      2777 
     -1.1      2777 
     -1.2      2777 
     -0.9      2777 
     -0.9      2777 
     -1.2      2777 
     -1.2      2777 
     -1.2      2777 
     -1.2      2777 
     -1.1      2777 
     -1.2      2749 
     -1.3      2777 
     -1.3      2777 
     -1.5      2749 
     -1.7      2777 
     -2.1      2777 
     -2.1      2749 
     -1.5      2749 
     -0.8      2749 
     -0.7      2777 
     -0.6      2777 
     -0.7      2805 
     -1.3      2777 
     -1.5      2777 
     -1.5      2777 
     -1.6      2777 
     -1.6      2777 
     -1.3      2777 
     -1.3      2749 
     -1.1      2749 
     -1.6      2777 
     -1.6      2749 
     -1.8      2749 
     -2.2      2749 
     -2.1      2749 
     -1.8      2777 
     -1.3      2777 
     -1.3      2777 
     -1.2      2749 
     -1.5      2777 
     -1.5      2777 
     -1.3      2749 
     -1.1      2749 
     -1.3      2777 
     -1.1      2777 
     -0.8      2749 
     -1.3      2777 
     -1.5      2777 
     -1.6      2749 
     -1.6      2777 
     -1.1      2777 
     -1.2      2749 
     -1.2      2777 
     -1.5      2749 
     -1.8      2749 
     -1.8      2749 
     -1.7      2777 
     -1.6      2777 
     -1.5      2749 
     -1.1      2749 
     -1.3      2777 
     -1.2      2749 
     -1.5      2749 
     -1.7      2749 
     -1.2      2749 
     -0.9      2749 
     -1.2      2777 
     -0.8      2749 
     -0.8      2749 
     -1.1      2777 
     -1.3      2777 
     -0.9      2749 
     -0.7      2749 
      0.2      2749 
      0.7      2777 
     -0.2      2749 
     -0.6      2749 
     -0.3      2749 
     -0.0      2749 
     -0.2      2749 
     -0.4      2749 
     -0.8      2749 
     -0.8      2749 
     -0.9      2749 
     -0.8      2749 
     -0.9      2749 
     -1.3      2749 
     -1.5      2749 
     -1.6      2749 
     -1.5      2749 
     -0.9      2749 
     -0.8      2749 
     -0.9      2749 
     -0.9      2749 
     -0.9      2749 
     -1.1      2749 
     -0.7      2749 
     -0.6      2749 
     -0.7      2749 
