acce(G)   alt(m) 
0.1      5442 
0.1      5442 
0.0      5442 
0.2      5442 
0.0      5472 
0.1      5472 
0.2      5442 
0.1      5442 
0.0      5442 
0.1      5442 
0.2      5442 
0.1      5442 
0.1      5442 
0.1      5442 
0.2      5472 
0.0      5442 
0.2      5442 
0.2      5442 
0.3      5442 
0.2      5442 
0.2      5442 
0.0      5472 
0.2      5442 
0.2      5442 
0.2      5442 
0.0      5442 
0.0      5442 
0.1      5442 
0.1      5472 
0.2      5442 
0.2      5472 
0.2      5442 
0.1      5442 
0.2      5442 
0.2      5442 
0.2      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.0      5472 
0.0      5442 
0.2      5472 
0.3      5472 
0.2      5472 
0.3      5472 
0.2      5472 
0.2      5472 
0.0      5472 
0.0      5442 
0.0      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.1      5472 
0.0      5472 
0.0      5472 
0.1      5472 
0.2      5472 
0.0      5472 
0.2      5472 
0.2      5472 
0.0      5472 
0.1      5472 
0.1      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.2      5472 
0.2      5472 
0.1      5472 
0.2      5472 
0.0      5472 
0.1      5472 
0.1      5502 
0.0      5502 
0.1      5472 
0.0      5472 
0.0      5472 
0.0      5472 
0.1      5472 
0.0      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.0      5472 
0.2      5472 
0.2      5502 
0.1      5502 
0.0      5472 
0.2      5472 
0.0      5472 
0.1      5502 
0.0      5472 
0.2      5472 
0.2      5502 
0.2      5472 
0.1      5472 
0.0      5472 
0.0      5472 
0.0      5502 
0.0      5472 
0.1      5502 
0.1      5502 
0.3      5472 
0.0      5472 
0.0      5502 
0.1      5502 
0.0      5502 
0.0      5502 
0.2      5502 
0.2      5502 
0.0      5502 
0.2      5502 
0.1      5502 
0.2      5472 
0.1      5502 
0.1      5502 
0.1      5502 
0.0      5502 
0.2      5502 
0.3      5502 
0.1      5502 
0.1      5502 
0.2      5502 
0.1      5502 
0.1      5502 
0.1      5502 
0.2      5502 
0.2      5502 
0.2      5502 
0.1      5502 
0.1      5502 
0.1      5502 
0.1      5502 
0.2      5502 
0.0      5502 
0.2      5502 
0.1      5502 
0.2      5531 
0.2      5502 
0.0      5502 
0.2      5531 
0.1      5502 
0.1      5502 
0.1      5531 
0.1      5502 
0.1      5531 
0.2      5502 
0.1      5502 
0.0      5502 
0.1      5531 
0.1      5502 
0.1      5502 
0.1      5531 
0.1      5531 
0.0      5502 
0.1      5531 
0.1      5502 
0.1      5502 
0.2      5502 
0.0      5531 
0.0      5502 
0.1      5502 
0.1      5531 
0.0      5502 
0.0      5531 
0.0      5502 
0.2      5531 
0.1      5531 
0.1      5531 
0.2      5531 
0.0      5502 
0.2      5531 
0.2      5531 
0.0      5531 
0.0      5502 
0.0      5502 
0.1      5502 
0.0      5531 
0.1      5531 
0.0      5531 
0.2      5531 
0.0      5502 
0.0      5531 
0.2      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.0      5531 
0.3      5502 
0.1      5531 
0.0      5531 
0.2      5531 
0.0      5531 
0.0      5531 
0.0      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.1      5531 
0.2      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.0      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.2      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.0      5531 
0.0      5531 
0.0      5561 
0.2      5531 
0.0      5531 
0.2      5531 
0.1      5531 
0.1      5531 
0.2      5531 
0.0      5531 
0.2      5561 
0.1      5561 
0.2      5531 
0.1      5531 
0.0      5531 
0.2      5531 
0.1      5531 
0.1      5561 
0.0      5561 
0.0      5531 
0.0      5531 
0.1      5561 
0.1      5561 
0.2      5561 
0.1      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.0      5531 
0.2      5531 
0.0      5531 
0.3      5561 
0.1      5531 
0.1      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.2      5561 
0.2      5531 
0.1      5561 
0.1      5561 
0.0      5531 
0.2      5531 
0.2      5561 
0.2      5561 
0.1      5531 
0.1      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.0      5531 
0.2      5561 
0.0      5561 
0.1      5561 
0.2      5561 
0.0      5561 
0.0      5561 
0.3      5561 
0.0      5531 
0.0      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.2      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.3      5561 
0.1      5561 
0.2      5561 
0.2      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.2      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.2      5591 
0.2      5561 
0.0      5561 
0.0      5561 
0.2      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.2      5561 
0.2      5561 
0.3      5561 
0.2      5561 
0.2      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.2      5561 
0.3      5561 
0.3      5561 
0.1      5561 
0.3      5561 
0.1      5591 
0.1      5561 
0.1      5591 
0.0      5561 
0.2      5561 
0.0      5561 
0.1      5591 
0.0      5561 
0.1      5561 
0.2      5561 
0.0      5591 
0.2      5561 
0.1      5561 
0.0      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.3      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.1      5561 
0.1      5561 
0.1      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.0      5561 
0.1      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.2      5561 
0.2      5561 
0.1      5591 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.3      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.2      5561 
0.0      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.2      5591 
0.2      5591 
0.2      5561 
0.0      5591 
0.2      5561 
0.1      5561 
0.0      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.2      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.3      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.1      5591 
0.3      5621 
0.2      5591 
0.1      5621 
0.0      5591 
0.2      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.1      5561 
0.1      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.3      5591 
0.0      5591 
0.1      5591 
0.0      5591 
0.3      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.2      5621 
0.1      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5621 
0.1      5591 
0.3      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.1      5621 
0.2      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.0      5621 
0.2      5591 
0.3      5591 
0.1      5591 
0.1      5591 
0.0      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.0      5591 
0.1      5621 
0.2      5591 
0.1      5591 
0.1      5591 
0.2      5591 
0.1      5591 
0.3      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.1      5621 
0.1      5621 
0.0      5621 
0.0      5591 
0.0      5591 
0.1      5591 
0.1      5621 
0.1      5621 
0.1      5591 
0.0      5591 
0.1      5621 
0.1      5591 
0.1      5591 
0.1      5621 
0.0      5591 
0.1      5591 
0.1      5621 
0.1      5621 
0.2      5591 
0.2      5621 
0.0      5591 
0.0      5621 
0.1      5591 
0.1      5591 
0.0      5621 
0.2      5591 
0.0      5621 
0.3      5591 
0.0      5591 
0.0      5621 
0.0      5621 
0.0      5591 
0.2      5591 
0.2      5621 
0.0      5621 
0.2      5591 
0.0      5621 
0.2      5591 
0.1      5621 
0.2      5591 
0.2      5621 
0.0      5591 
0.2      5621 
0.1      5591 
0.2      5591 
0.1      5621 
0.0      5591 
0.2      5621 
0.1      5621 
0.0      5621 
0.2      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.0      5621 
0.2      5591 
0.0      5591 
0.1      5621 
0.0      5621 
0.1      5591 
0.1      5591 
0.0      5621 
0.2      5591 
0.2      5621 
0.1      5591 
0.1      5591 
0.0      5621 
0.1      5621 
0.0      5591 
0.0      5621 
0.0      5591 
0.0      5621 
0.1      5591 
0.2      5621 
0.1      5621 
0.1      5621 
0.1      5621 
0.1      5621 
0.0      5621 
0.1      5621 
0.1      5621 
0.2      5621 
0.2      5591 
0.1      5621 
0.1      5621 
0.2      5621 
0.0      5621 
0.1      5591 
0.2      5591 
0.2      5591 
0.0      5591 
0.0      5621 
0.1      5621 
0.0      5621 
0.2      5621 
0.1      5621 
0.2      5621 
0.2      5621 
0.0      5621 
0.3      5591 
0.2      5621 
0.1      5621 
0.1      5591 
0.1      5621 
0.1      5621 
0.0      5621 
0.0      5591 
0.2      5591 
0.0      5591 
0.0      5621 
0.0      5621 
0.2      5591 
0.2      5621 
0.0      5621 
0.1      5621 
0.3      5621 
0.0      5621 
0.0      5621 
0.2      5621 
0.1      5591 
0.0      5621 
0.1      5621 
0.2      5591 
0.1      5621 
0.1      5591 
0.1      5621 
0.1      5591 
0.2      5591 
0.1      5591 
0.2      5621 
0.1      5621 
0.1      5621 
0.0      5621 
0.0      5621 
0.2      5591 
0.1      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.0      5621 
0.0      5621 
0.2      5621 
0.2      5621 
0.2      5621 
0.0      5621 
0.1      5591 
0.1      5591 
0.0      5621 
0.0      5591 
0.0      5621 
0.1      5621 
0.0      5621 
0.2      5621 
0.0      5621 
0.3      5591 
0.2      5621 
0.2      5591 
0.1      5621 
0.2      5621 
0.1      5621 
0.2      5621 
0.2      5591 
0.2      5621 
0.2      5591 
0.2      5621 
0.2      5621 
0.1      5621 
0.2      5591 
0.2      5621 
0.2      5591 
0.2      5621 
0.2      5621 
0.0      5591 
0.3      5621 
0.0      5591 
0.0      5621 
0.1      5621 
0.2      5621 
0.1      5591 
0.1      5621 
0.0      5621 
0.1      5591 
0.2      5621 
0.1      5621 
0.0      5621 
0.2      5591 
0.0      5621 
0.0      5621 
0.0      5621 
0.2      5591 
0.1      5591 
0.2      5621 
0.2      5621 
0.0      5621 
0.2      5591 
0.2      5591 
0.0      5591 
0.0      5621 
0.1      5621 
0.1      5621 
0.0      5621 
0.0      5621 
0.0      5591 
0.2      5621 
0.0      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.1      5591 
0.3      5621 
0.1      5621 
0.1      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.0      5621 
0.1      5621 
0.1      5591 
0.1      5621 
0.1      5621 
0.1      5591 
0.2      5621 
0.2      5621 
0.1      5621 
0.3      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.0      5621 
0.2      5621 
0.1      5621 
0.2      5621 
0.0      5621 
0.2      5621 
0.1      5591 
0.0      5621 
0.0      5621 
0.2      5591 
0.2      5621 
0.2      5621 
0.0      5621 
0.0      5621 
0.1      5621 
0.0      5621 
0.1      5621 
0.1      5591 
0.0      5621 
0.2      5591 
0.1      5621 
0.0      5621 
0.1      5621 
0.0      5591 
0.2      5621 
0.1      5621 
0.0      5621 
0.0      5621 
0.2      5621 
0.2      5621 
0.3      5591 
0.0      5621 
0.2      5621 
0.0      5591 
0.1      5621 
0.0      5591 
0.2      5591 
0.0      5621 
0.0      5591 
0.2      5621 
0.0      5591 
0.1      5591 
0.1      5591 
0.1      5621 
0.2      5621 
0.1      5621 
0.0      5591 
0.2      5591 
0.2      5621 
0.2      5591 
0.1      5591 
0.1      5621 
0.0      5621 
0.2      5621 
0.0      5621 
0.2      5591 
0.1      5621 
0.1      5621 
0.3      5621 
0.1      5621 
0.0      5591 
0.1      5621 
0.2      5591 
0.1      5621 
0.0      5591 
0.0      5591 
0.1      5621 
0.1      5591 
0.0      5621 
0.2      5621 
0.1      5621 
0.0      5591 
0.2      5591 
0.1      5591 
0.1      5621 
0.2      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.2      5621 
0.1      5621 
0.1      5591 
0.1      5591 
0.2      5621 
0.1      5591 
0.1      5591 
0.3      5591 
0.1      5621 
0.1      5621 
0.0      5621 
0.3      5621 
0.1      5621 
0.0      5621 
0.1      5591 
0.2      5591 
0.0      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.1      5621 
0.1      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.0      5621 
0.0      5591 
0.0      5621 
0.1      5591 
0.0      5621 
0.2      5591 
0.2      5591 
0.2      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.2      5621 
0.0      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.1      5621 
0.2      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.2      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.2      5621 
0.2      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.2      5561 
0.0      5591 
0.3      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.2      5621 
0.2      5591 
0.0      5591 
0.0      5591 
0.0      5591 
0.1      5591 
0.3      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.0      5591 
0.2      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.0      5591 
0.2      5591 
0.1      5591 
0.2      5591 
0.0      5561 
0.0      5591 
0.2      5591 
0.1      5591 
0.0      5591 
0.1      5591 
0.1      5591 
0.2      5561 
0.1      5591 
0.2      5561 
0.0      5591 
0.0      5591 
0.1      5561 
0.0      5591 
0.0      5591 
0.1      5591 
0.2      5591 
0.3      5591 
0.2      5591 
0.1      5591 
0.1      5591 
0.2      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5591 
0.0      5591 
0.0      5561 
0.1      5561 
0.1      5561 
0.2      5591 
0.2      5591 
0.2      5591 
0.2      5591 
0.2      5591 
0.0      5561 
0.1      5591 
0.2      5591 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.3      5591 
0.1      5561 
0.0      5591 
0.2      5591 
0.2      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.2      5591 
0.0      5591 
0.2      5591 
0.1      5561 
0.2      5561 
0.1      5561 
0.3      5561 
0.2      5561 
0.2      5561 
0.1      5561 
0.3      5561 
0.0      5561 
0.0      5561 
0.0      5591 
0.2      5561 
0.1      5561 
0.2      5561 
0.2      5561 
0.2      5561 
0.3      5561 
0.2      5561 
0.0      5561 
0.0      5561 
0.2      5591 
0.1      5561 
0.0      5561 
0.1      5591 
0.1      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.2      5561 
0.2      5561 
0.2      5561 
0.0      5591 
0.0      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.2      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.2      5561 
0.2      5561 
0.2      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5561 
0.2      5561 
0.0      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.0      5561 
0.0      5531 
0.0      5561 
0.2      5561 
0.0      5561 
0.2      5561 
0.1      5531 
0.2      5531 
0.1      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.0      5561 
0.2      5561 
0.1      5561 
0.1      5561 
0.0      5561 
0.1      5561 
0.2      5531 
0.0      5561 
0.1      5531 
0.2      5561 
0.0      5561 
0.2      5531 
0.0      5531 
0.2      5561 
0.3      5561 
0.1      5531 
0.1      5531 
0.1      5561 
0.2      5531 
0.1      5561 
0.0      5531 
0.0      5561 
0.1      5561 
0.2      5561 
0.0      5531 
0.0      5561 
0.2      5531 
0.0      5531 
0.1      5531 
0.0      5531 
0.1      5561 
0.0      5531 
0.0      5531 
0.2      5561 
0.0      5531 
0.2      5531 
0.0      5531 
0.1      5531 
0.2      5531 
0.2      5531 
0.2      5531 
0.1      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.2      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.0      5531 
0.1      5531 
0.0      5531 
0.0      5531 
0.1      5531 
0.0      5531 
0.2      5531 
0.0      5531 
0.1      5531 
0.1      5531 
0.1      5531 
0.2      5531 
0.1      5502 
0.0      5502 
0.2      5531 
0.0      5502 
0.1      5531 
0.1      5531 
0.2      5502 
0.1      5502 
0.0      5502 
0.0      5531 
0.2      5502 
0.0      5531 
0.0      5531 
0.1      5502 
0.1      5531 
0.2      5531 
0.0      5502 
0.0      5531 
0.0      5531 
0.2      5502 
0.2      5502 
0.2      5502 
0.2      5531 
0.0      5502 
0.0      5531 
0.0      5502 
0.2      5502 
0.2      5502 
0.0      5502 
0.0      5531 
0.2      5502 
0.1      5502 
0.0      5531 
0.2      5531 
0.1      5502 
0.2      5502 
0.1      5502 
0.1      5502 
0.2      5502 
0.2      5502 
0.1      5502 
0.0      5502 
0.0      5502 
0.2      5502 
0.1      5502 
0.1      5502 
0.2      5502 
0.2      5502 
0.1      5502 
0.2      5502 
0.2      5531 
0.1      5502 
0.0      5502 
0.0      5502 
0.0      5502 
0.2      5502 
0.0      5502 
0.2      5502 
0.1      5502 
0.2      5502 
0.0      5502 
0.3      5502 
0.2      5502 
0.2      5472 
0.0      5502 
0.3      5472 
0.0      5472 
0.1      5502 
0.2      5502 
0.2      5502 
0.0      5502 
0.0      5502 
0.2      5472 
0.2      5502 
0.2      5502 
0.3      5502 
0.1      5472 
0.2      5502 
0.1      5502 
0.2      5502 
0.1      5502 
0.1      5502 
0.0      5472 
0.2      5472 
0.0      5472 
0.2      5502 
0.3      5472 
0.3      5502 
0.3      5472 
0.0      5472 
0.2      5472 
0.0      5472 
0.1      5502 
0.0      5502 
0.2      5472 
0.1      5472 
0.2      5502 
0.0      5472 
0.0      5502 
0.2      5472 
0.1      5502 
0.0      5472 
0.3      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.1      5472 
0.2      5472 
0.2      5502 
0.1      5472 
0.1      5472 
0.2      5472 
0.1      5472 
0.0      5472 
0.0      5502 
0.1      5472 
0.1      5472 
0.2      5472 
0.0      5472 
0.1      5472 
0.2      5472 
0.1      5472 
0.0      5472 
0.0      5472 
0.2      5472 
0.0      5472 
0.0      5472 
0.2      5472 
0.2      5472 
0.1      5472 
0.1      5472 
0.1      5472 
0.0      5472 
0.1      5472 
0.2      5472 
0.2      5472 
0.0      5472 
0.0      5472 
0.0      5472 
0.0      5472 
0.1      5472 
0.0      5472 
0.2      5472 
0.2      5472 
0.2      5472 
0.2      5472 
0.0      5472 
0.3      5472 
0.2      5442 
0.2      5472 
0.1      5472 
0.2      5442 
0.1      5442 
0.2      5472 
0.2      5472 
0.3      5472 
0.1      5442 
0.1      5442 
0.1      5442 
0.2      5472 
0.1      5442 
0.3      5442 
0.1      5442 
0.0      5442 
0.2      5442 
0.0      5442 
0.2      5442 
0.1      5442 
0.2      5442 
0.0      5442 
0.0      5442 
0.0      5442 
0.2      5442 
0.1      5442 
0.2      5442 
0.2      5442 
0.0      5442 
0.0      5442 
0.1      5442 
0.0      5442 
0.2      5442 
0.1      5442 
0.0      5442 
0.0      5412 
0.2      5442 
0.1      5442 
0.2      5442 
0.0      5442 
0.2      5442 
0.2      5472 
0.1      5442 
0.2      5442 
0.1      5442 
0.1      5442 
0.2      5442 
0.2      5442 
0.1      5442 
0.1      5442 
0.0      5442 
0.2      5442 
0.0      5442 
0.1      5442 
0.0      5442 
0.0      5412 
0.2      5412 
0.0      5442 
0.2      5442 
0.0      5442 
0.1      5442 
0.0      5442 
0.2      5442 
0.2      5412 
0.2      5442 
0.1      5412 
0.1      5412 
0.2      5412 
0.0      5442 
0.1      5412 
0.1      5412 
0.1      5442 
0.2      5412 
0.1      5412 
0.2      5412 
0.0      5442 
0.0      5442 
0.1      5412 
0.1      5412 
0.2      5412 
0.1      5412 
0.1      5412 
0.1      5442 
0.1      5412 
0.0      5412 
0.1      5412 
0.1      5412 
0.1      5412 
0.0      5412 
0.2      5412 
0.1      5412 
0.0      5412 
0.2      5412 
0.2      5412 
0.2      5383 
0.1      5383 
0.2      5383 
0.1      5412 
0.3      5412 
0.0      5412 
0.1      5412 
0.1      5412 
0.2      5412 
0.1      5412 
0.1      5412 
0.1      5412 
0.0      5412 
0.1      5383 
0.2      5412 
0.1      5383 
0.2      5383 
0.0      5383 
0.1      5383 
0.2      5383 
0.2      5383 
0.0      5383 
0.2      5383 
0.0      5412 
0.0      5412 
0.1      5383 
0.2      5412 
0.2      5383 
0.0      5412 
0.0      5383 
0.1      5383 
0.0      5383 
0.1      5383 
0.0      5383 
0.0      5383 
0.0      5383 
0.2      5383 
0.0      5383 
0.2      5383 
0.1      5383 
0.1      5383 
0.0      5383 
0.0      5383 
0.2      5383 
0.1      5383 
0.0      5383 
0.0      5383 
0.2      5383 
0.0      5383 
0.1      5383 
0.2      5383 
0.2      5383 
0.2      5383 
0.1      5383 
0.0      5383 
0.0      5383 
0.0      5353 
0.0      5383 
0.0      5353 
0.2      5353 
0.2      5383 
0.1      5383 
0.0      5383 
0.1      5383 
0.0      5383 
0.0      5383 
0.2      5383 
0.0      5383 
0.1      5353 
0.1      5383 
0.2      5353 
0.0      5353 
0.2      5353 
0.0      5383 
0.1      5353 
0.2      5383 
0.0      5353 
0.2      5353 
0.1      5383 
0.0      5353 
0.0      5353 
0.2      5383 
0.0      5353 
0.1      5353 
0.2      5353 
0.2      5353 
0.0      5353 
0.2      5353 
0.2      5353 
0.2      5353 
0.1      5353 
0.3      5383 
0.0      5353 
0.1      5353 
0.1      5353 
0.0      5353 
0.0      5383 
0.2      5353 
0.2      5353 
0.0      5353 
0.1      5353 
0.1      5353 
3.9      5323 
2.4      5264 
7.1      5146 
5.0      5116 
5.9      5116 
2.3      5116 
0.7      5175 
2.6      5205 
1.1      5264 
1.2      5294 
0.5      5294 
1.5      5323 
1.3      5353 
0.2      5353 
0.5      5353 
0.4      5353 
0.3      5353 
0.1      5323 
0.2      5323 
0.2      5323 
0.0      5323 
0.1      5353 
0.1      5323 
0.2      5323 
0.0      5323 
0.0      5323 
0.0      5323 
0.0      5353 
0.0      5323 
0.1      5323 
0.2      5323 
0.2      5323 
0.0      5323 
0.2      5323 
0.2      5353 
0.2      5323 
0.2      5323 
0.0      5323 
0.3      5323 
0.2      5323 
0.2      5294 
0.2      5323 
0.3      5323 
0.2      5294 
0.2      5323 
0.2      5323 
0.2      5323 
0.3      5323 
0.2      5323 
0.3      5323 
0.0      5323 
0.0      5323 
0.1      5323 
0.0      5323 
0.0      5323 
0.0      5323 
0.2      5323 
0.1      5353 
0.2      5323 
0.1      5323 
0.0      5323 
0.1      5294 
0.2      5323 
0.3      5294 
0.3      5294 
0.1      5294 
0.0      5294 
0.2      5323 
0.2      5294 
0.4      5323 
0.1      5294 
0.2      5323 
0.0      5323 
0.1      5294 
0.1      5294 
0.0      5323 
0.0      5323 
0.3      5323 
0.2      5323 
0.2      5294 
0.2      5323 
0.2      5323 
0.2      5323 
0.3      5323 
0.3      5294 
0.2      5323 
0.2      5294 
0.6      5294 
0.1      5294 
0.3      5294 
0.4      5323 
0.2      5323 
0.0      5294 
0.3      5294 
0.3      5323 
0.3      5323 
0.3      5294 
0.4      5294 
0.6      5294 
0.6      5294 
0.2      5294 
0.2      5323 
0.0      5294 
0.3      5294 
0.2      5294 
0.0      5294 
0.3      5294 
0.1      5264 
0.0      5294 
0.2      5294 
0.4      5323 
0.3      5294 
0.6      5294 
1.1      5294 
0.9      5294 
0.4      5294 
0.4      5294 
0.3      5294 
0.6      5294 
0.6      5264 
0.7      5294 
1.3      5294 
1.7      5294 
2.6      5323 
1.7      5294 
0.6      5294 
0.7      5294 
0.6      5294 
0.7      5294 
0.3      5294 
0.4      5294 
0.1      5294 
0.3      5294 
0.2      5294 
0.9      5294 
0.7      5264 
0.6      5264 
0.2      5294 
0.3      5294 
0.2      5294 
0.2      5294 
0.0      5294 
0.3      5294 
0.3      5294 
0.4      5294 
0.6      5294 
0.6      5294 
0.7      5294 
0.6      5294 
0.4      5294 
0.2      5294 
0.3      5294 
0.6      5294 
0.9      5294 
0.7      5264 
0.6      5294 
5.6      5294 
5.0      5294 
5.0      5294 
1.1      5323 
2.2      5294 
2.2      5294 
0.0      5294 
0.6      5294 
0.3      5294 
0.4      5294 
0.2      5264 
0.2      5294 
0.2      5294 
0.3      5264 
0.3      5264 
0.7      5294 
0.3      5264 
0.6      5264 
0.6      5264 
0.6      5264 
0.6      5264 
0.4      5234 
0.4      5264 
0.4      5234 
0.4      5234 
0.8      5264 
0.7      5234 
0.4      5234 
0.6      5234 
0.7      5234 
0.8      5234 
0.7      5234 
0.7      5205 
0.8      5205 
0.9      5205 
0.8      5205 
0.9      5234 
2.0      5205 
2.9      5205 
4.4      5234 
6.6      5205 
6.6      5205 
7.2      5205 
2.1      5175 
9.9      5175 
9.9      5175 
1.5      5175 
7.5      5205 
7.1      5205 
7.7      5205 
6.8      5175 
8.4      5205 
7.2      5205 
9.5      5205 
6.7      5205 
7.0      5205 
2.4      5205 
7.9      5205 
6.0      5234 
2.5      5205 
3.3      5234 
1.4      5234 
1.3      5205 
2.3      5205 
0.7      5205 
0.2      5234 
0.2      5234 
0.6      5234 
0.2      5205 
0.6      5234 
0.4      5234 
0.2      5205 
0.8      5205 
0.7      5234 
0.8      5234 
1.1      5234 
1.3      5234 
1.8      5205 
2.5      5234 
2.6      5234 
2.6      5234 
2.6      5234 
2.0      5234 
1.6      5234 
1.3      5234 
