acce(G)   alt(m) 
1.0      4823 
0.7      4852 
0.7      4852 
1.1      4852 
0.7      4852 
1.0      4823 
0.9      4852 
1.1      4852 
1.0      4852 
0.7      4852 
1.1      4852 
1.1      4823 
1.1      4852 
1.0      4852 
1.1      4852 
0.9      4852 
1.0      4852 
0.9      4823 
0.9      4823 
1.1      4852 
1.0      4852 
0.7      4823 
1.0      4852 
1.0      4823 
0.7      4852 
0.9      4823 
1.0      4852 
0.9      4852 
0.9      4852 
1.0      4852 
0.9      4852 
1.1      4852 
0.9      4852 
0.9      4823 
0.9      4852 
1.2      4852 
0.9      4823 
0.7      4823 
0.7      4852 
1.0      4823 
1.0      4823 
1.0      4823 
0.9      4852 
0.9      4852 
0.7      4852 
0.9      4852 
0.7      4852 
1.0      4823 
1.0      4823 
1.0      4823 
1.1      4852 
1.0      4823 
1.0      4823 
1.0      4823 
1.1      4852 
1.0      4852 
1.1      4823 
1.0      4852 
1.0      4852 
0.9      4823 
0.9      4852 
0.9      4823 
0.9      4823 
0.9      4852 
0.7      4852 
0.9      4852 
0.9      4823 
1.0      4823 
1.0      4852 
1.1      4823 
0.9      4823 
1.0      4823 
0.7      4823 
1.0      4852 
1.0      4852 
1.1      4852 
0.9      4852 
0.9      4823 
1.1      4823 
0.7      4852 
0.7      4852 
1.0      4823 
0.7      4823 
0.7      4823 
1.0      4823 
0.9      4852 
1.0      4852 
1.0      4823 
0.9      4852 
0.9      4823 
0.7      4823 
1.0      4823 
1.1      4823 
1.1      4852 
0.7      4823 
0.9      4823 
0.7      4823 
1.0      4823 
0.9      4823 
0.9      4852 
1.1      4823 
0.9      4823 
0.9      4823 
1.1      4823 
1.0      4823 
1.0      4823 
1.0      4852 
0.9      4823 
1.0      4823 
1.0      4823 
0.9      4823 
1.0      4823 
1.1      4852 
0.6      4852 
1.1      4823 
0.9      4823 
0.9      4823 
0.7      4852 
0.9      4823 
0.9      4823 
0.7      4823 
0.9      4823 
0.9      4823 
0.7      4823 
0.9      4823 
1.0      4823 
0.7      4823 
1.0      4852 
0.9      4823 
0.9      4823 
1.1      4823 
0.9      4823 
1.0      4852 
1.1      4852 
0.9      4823 
1.1      4823 
1.1      4823 
0.9      4823 
0.9      4823 
1.0      4823 
1.0      4823 
1.0      4823 
0.9      4852 
0.9      4823 
0.7      4823 
0.7      4823 
0.7      4823 
0.9      4823 
1.0      4823 
1.0      4823 
0.7      4823 
0.9      4823 
1.0      4823 
1.0      4823 
0.9      4823 
1.0      4823 
0.9      4823 
0.7      4823 
1.0      4823 
0.9      4823 
1.0      4823 
1.0      4823 
1.0      4852 
1.0      4823 
1.1      4823 
1.1      4823 
0.7      4823 
1.0      4823 
1.0      4823 
1.0      4823 
1.1      4823 
1.0      4823 
0.9      4823 
1.1      4823 
1.0      4823 
0.9      4823 
1.0      4823 
1.0      4823 
1.0      4823 
1.1      4794 
0.9      4794 
1.0      4823 
1.2      4823 
0.9      4823 
0.9      4823 
1.0      4823 
0.7      4823 
0.9      4852 
1.0      4823 
1.0      4823 
1.0      4823 
0.7      4823 
0.9      4823 
1.0      4794 
0.7      4823 
1.0      4823 
1.0      4823 
0.9      4823 
1.0      4794 
0.9      4823 
0.7      4823 
1.1      4823 
0.9      4823 
1.0      4794 
1.0      4794 
0.9      4823 
1.0      4823 
0.9      4852 
1.1      4823 
0.9      4823 
0.9      4823 
1.0      4823 
0.9      4794 
0.9      4823 
0.9      4823 
1.0      4823 
0.9      4823 
1.1      4823 
1.1      4823 
0.9      4823 
1.1      4823 
1.0      4794 
1.0      4794 
0.9      4794 
1.0      4794 
0.6      4823 
0.7      4794 
1.0      4794 
0.7      4823 
0.9      4794 
0.7      4823 
1.0      4794 
0.7      4794 
1.0      4823 
0.7      4794 
0.7      4794 
1.2      4823 
0.9      4794 
0.9      4794 
1.1      4823 
1.0      4794 
1.2      4823 
1.0      4823 
1.0      4823 
0.9      4794 
0.9      4823 
1.1      4794 
1.1      4823 
1.1      4794 
1.0      4823 
0.9      4794 
1.0      4823 
1.0      4794 
0.7      4794 
1.1      4823 
0.9      4823 
0.7      4823 
1.0      4823 
1.0      4823 
0.7      4823 
1.0      4823 
0.9      4823 
1.0      4794 
1.1      4823 
1.0      4823 
0.9      4794 
1.1      4794 
0.9      4794 
1.0      4794 
1.0      4794 
0.7      4823 
1.0      4823 
1.1      4794 
0.9      4794 
1.0      4794 
1.0      4794 
1.0      4823 
1.0      4794 
1.0      4794 
0.7      4794 
1.0      4794 
0.9      4794 
1.1      4794 
0.7      4823 
1.2      4794 
1.0      4823 
0.9      4794 
0.9      4794 
1.1      4794 
1.0      4823 
1.2      4823 
1.2      4823 
1.0      4794 
1.0      4794 
0.9      4794 
1.1      4794 
1.0      4794 
1.0      4823 
0.9      4823 
1.0      4794 
0.9      4794 
0.9      4794 
0.9      4794 
1.0      4794 
0.9      4823 
0.9      4794 
0.9      4794 
1.1      4794 
1.0      4794 
1.1      4794 
1.1      4794 
0.9      4794 
1.1      4823 
1.0      4794 
1.0      4794 
0.7      4794 
0.9      4794 
1.0      4823 
0.9      4823 
1.1      4823 
0.9      4794 
0.7      4794 
0.9      4823 
1.0      4794 
0.7      4794 
1.0      4794 
0.9      4823 
0.7      4794 
0.9      4794 
1.1      4794 
0.9      4794 
0.7      4794 
0.9      4794 
0.7      4794 
0.7      4823 
0.7      4794 
0.6      4794 
1.0      4823 
1.0      4794 
1.0      4794 
0.9      4794 
1.0      4823 
1.1      4794 
0.9      4794 
1.0      4794 
1.0      4823 
0.9      4794 
1.0      4794 
1.0      4823 
0.9      4794 
1.0      4794 
1.0      4794 
1.0      4794 
1.1      4794 
0.9      4794 
0.9      4794 
1.2      4794 
0.9      4794 
0.9      4794 
0.6      4794 
0.9      4794 
0.5      4794 
1.1      4794 
0.7      4823 
1.0      4794 
0.7      4794 
0.9      4794 
0.9      4794 
1.0      4794 
1.1      4794 
1.1      4794 
1.2      4823 
1.1      4794 
1.2      4794 
1.1      4794 
1.1      4794 
1.1      4794 
1.1      4794 
1.1      4794 
1.1      4794 
1.1      4794 
0.9      4794 
1.1      4794 
0.7      4794 
1.0      4794 
0.7      4794 
1.0      4794 
0.6      4794 
1.0      4794 
0.7      4794 
1.1      4794 
0.7      4794 
1.0      4765 
0.7      4794 
1.0      4765 
0.9      4823 
1.0      4794 
1.0      4794 
1.0      4794 
0.9      4794 
0.9      4794 
0.7      4794 
1.0      4794 
1.1      4794 
0.7      4794 
1.0      4794 
1.0      4794 
1.1      4794 
0.7      4794 
1.0      4794 
1.0      4794 
0.7      4794 
0.9      4794 
1.0      4794 
0.7      4794 
1.0      4794 
0.9      4794 
0.7      4794 
1.0      4794 
1.0      4794 
0.9      4794 
1.1      4794 
1.0      4794 
0.9      4794 
1.1      4794 
0.7      4794 
1.0      4794 
1.0      4794 
0.9      4794 
1.0      4794 
1.2      4794 
0.7      4794 
1.1      4794 
0.9      4794 
0.9      4794 
0.9      4794 
1.0      4794 
1.1      4794 
0.7      4794 
0.9      4794 
1.0      4794 
1.0      4794 
1.0      4794 
1.2      4794 
0.9      4765 
1.1      4794 
0.9      4794 
0.9      4765 
0.9      4794 
1.0      4794 
1.0      4794 
0.7      4794 
0.9      4765 
1.0      4794 
0.9      4794 
0.9      4794 
1.0      4794 
1.0      4794 
1.1      4794 
0.9      4794 
0.9      4765 
1.0      4794 
1.1      4794 
1.0      4765 
1.1      4765 
1.0      4794 
1.0      4765 
1.1      4794 
1.0      4794 
0.9      4794 
1.0      4794 
0.9      4794 
0.7      4794 
1.0      4794 
0.9      4794 
0.9      4794 
1.1      4794 
1.0      4794 
0.7      4765 
1.0      4794 
0.9      4794 
1.0      4794 
0.9      4794 
0.7      4794 
1.1      4794 
1.0      4794 
1.2      4794 
0.9      4794 
1.1      4765 
0.9      4765 
1.2      4794 
1.0      4765 
1.0      4765 
1.0      4794 
1.1      4765 
0.9      4794 
0.9      4765 
0.7      4794 
1.0      4794 
0.9      4765 
1.1      4794 
1.0      4794 
0.9      4794 
1.1      4794 
1.1      4794 
1.0      4794 
1.0      4794 
1.1      4794 
0.9      4765 
1.1      4765 
0.7      4765 
0.7      4794 
1.0      4794 
0.9      4765 
0.7      4765 
1.0      4794 
0.7      4765 
1.0      4765 
0.7      4794 
1.0      4765 
0.9      4765 
0.9      4794 
1.1      4765 
0.9      4765 
0.9      4765 
1.0      4794 
0.9      4794 
1.0      4765 
1.0      4765 
0.9      4765 
0.7      4765 
0.9      4794 
0.7      4794 
1.1      4765 
1.0      4765 
1.0      4765 
1.0      4765 
0.7      4765 
1.1      4794 
1.0      4794 
1.0      4765 
1.0      4765 
1.2      4765 
0.9      4765 
0.9      4794 
1.0      4794 
0.9      4765 
0.9      4794 
0.7      4794 
1.2      4794 
0.9      4794 
1.0      4794 
0.9      4765 
0.9      4794 
1.1      4794 
1.1      4794 
0.9      4765 
1.0      4794 
0.9      4765 
0.9      4765 
1.1      4765 
0.9      4794 
1.0      4765 
1.0      4765 
0.7      4794 
0.9      4765 
1.2      4794 
0.9      4765 
0.9      4765 
1.1      4794 
0.9      4765 
1.2      4765 
1.0      4765 
1.0      4765 
1.1      4765 
1.0      4765 
0.9      4765 
1.0      4765 
0.9      4765 
1.0      4765 
0.9      4765 
0.9      4765 
1.0      4765 
1.0      4765 
0.9      4765 
1.0      4794 
1.0      4765 
0.7      4794 
1.0      4765 
1.1      4765 
0.9      4765 
0.9      4794 
1.0      4765 
0.7      4794 
1.0      4794 
1.0      4765 
1.1      4765 
1.0      4765 
1.2      4794 
0.7      4765 
0.7      4765 
0.7      4794 
0.7      4765 
0.9      4765 
0.9      4765 
1.0      4765 
0.9      4794 
0.9      4765 
0.9      4765 
0.7      4765 
1.1      4765 
1.0      4794 
1.1      4765 
1.0      4765 
1.1      4765 
1.0      4765 
1.0      4765 
1.1      4765 
1.0      4765 
1.2      4765 
1.0      4765 
1.2      4765 
1.0      4765 
1.1      4765 
0.9      4765 
1.0      4765 
1.0      4765 
1.0      4765 
0.9      4765 
0.7      4765 
0.9      4765 
0.7      4765 
0.9      4765 
0.9      4765 
1.0      4765 
0.9      4765 
1.0      4794 
1.2      4765 
1.1      4765 
0.9      4765 
0.9      4765 
1.1      4765 
0.9      4765 
1.1      4765 
1.0      4794 
0.9      4765 
0.9      4765 
1.1      4765 
0.9      4765 
1.1      4765 
1.0      4765 
0.9      4765 
0.7      4765 
1.0      4765 
0.6      4765 
0.9      4765 
1.1      4765 
1.0      4765 
1.1      4765 
1.2      4765 
1.0      4765 
1.0      4765 
1.1      4765 
1.0      4765 
1.1      4794 
0.7      4765 
0.7      4765 
1.0      4765 
0.9      4765 
0.9      4765 
0.9      4765 
0.7      4765 
1.0      4765 
0.9      4765 
0.9      4765 
1.0      4765 
1.1      4765 
0.9      4765 
1.2      4765 
0.7      4765 
1.0      4765 
0.7      4765 
1.0      4765 
0.6      4765 
1.0      4765 
0.6      4765 
1.0      4765 
0.6      4765 
0.9      4765 
0.7      4765 
1.0      4765 
0.9      4765 
1.1      4765 
1.1      4765 
1.1      4765 
0.9      4765 
1.1      4765 
0.9      4765 
1.1      4765 
0.9      4765 
1.1      4765 
1.0      4736 
1.2      4765 
0.9      4765 
0.6      4765 
0.7      4765 
0.7      4765 
0.7      4736 
0.9      4765 
0.7      4765 
0.7      4765 
0.9      4765 
1.0      4765 
0.7      4765 
0.9      4765 
0.6      4765 
0.9      4765 
0.9      4736 
1.1      4765 
0.7      4765 
0.7      4765 
1.0      4765 
0.9      4765 
1.1      4765 
0.7      4765 
1.0      4765 
1.0      4765 
0.9      4765 
1.0      4736 
1.1      4736 
0.6      4736 
0.9      4736 
1.0      4765 
0.9      4765 
1.0      4765 
0.9      4765 
1.0      4765 
1.2      4765 
0.9      4765 
1.0      4765 
1.0      4765 
0.9      4765 
1.0      4765 
0.6      4736 
0.9      4765 
0.9      4765 
0.7      4765 
1.0      4765 
1.0      4736 
0.7      4765 
1.1      4736 
1.0      4765 
1.1      4736 
0.9      4765 
1.0      4765 
1.0      4765 
0.9      4765 
1.0      4736 
1.0      4765 
0.7      4765 
0.6      4765 
0.9      4736 
0.6      4736 
1.1      4765 
0.9      4765 
0.7      4765 
0.7      4765 
1.0      4765 
0.9      4736 
1.2      4736 
1.1      4765 
0.9      4736 
0.7      4765 
0.7      4736 
1.0      4736 
1.1      4765 
0.9      4765 
0.9      4736 
1.0      4765 
0.6      4736 
1.0      4736 
0.9      4765 
0.7      4765 
0.9      4736 
1.0      4765 
0.7      4765 
1.1      4765 
1.0      4765 
0.9      4736 
1.0      4736 
0.9      4765 
1.0      4765 
1.2      4736 
0.9      4736 
1.2      4765 
1.2      4736 
0.9      4736 
0.9      4736 
0.7      4736 
1.0      4736 
0.9      4736 
1.0      4765 
0.9      4736 
1.0      4736 
0.9      4736 
1.1      4736 
1.0      4765 
1.0      4736 
1.2      4736 
1.0      4736 
1.1      4736 
1.2      4736 
0.9      4736 
1.0      4736 
0.9      4765 
0.9      4736 
1.0      4736 
1.0      4736 
1.1      4765 
1.0      4736 
0.9      4765 
0.9      4765 
1.1      4765 
1.0      4736 
1.1      4736 
1.1      4736 
1.1      4736 
1.1      4736 
1.1      4736 
1.0      4736 
0.6      4736 
0.9      4736 
0.9      4736 
1.0      4736 
1.0      4736 
0.9      4736 
0.9      4736 
1.2      4736 
1.0      4736 
0.9      4736 
1.2      4736 
1.0      4736 
1.2      4765 
1.1      4736 
0.9      4736 
1.0      4736 
0.9      4765 
1.0      4736 
1.0      4736 
0.9      4765 
1.0      4736 
1.0      4736 
0.9      4736 
0.7      4736 
1.0      4765 
1.2      4736 
1.1      4736 
1.0      4736 
1.2      4736 
1.1      4736 
1.0      4736 
1.0      4736 
1.2      4736 
1.0      4736 
1.2      4736 
1.0      4765 
0.7      4736 
1.2      4765 
1.0      4736 
0.9      4765 
1.2      4736 
0.9      4736 
1.0      4736 
1.0      4736 
0.9      4736 
1.0      4765 
1.1      4736 
0.9      4736 
1.1      4736 
1.0      4736 
0.9      4765 
1.1      4736 
1.2      4706 
0.9      4736 
1.0      4736 
1.0      4736 
0.9      4736 
1.0      4736 
1.0      4736 
0.9      4736 
0.9      4736 
1.0      4736 
0.7      4736 
1.0      4736 
1.0      4736 
0.9      4736 
1.1      4736 
1.0      4736 
0.7      4706 
1.0      4736 
0.9      4736 
0.7      4736 
1.0      4736 
0.9      4765 
1.0      4736 
1.0      4736 
1.0      4736 
0.9      4736 
0.9      4736 
1.1      4736 
0.9      4736 
0.9      4736 
1.1      4736 
1.0      4736 
0.9      4736 
0.9      4706 
0.9      4736 
1.0      4736 
1.0      4736 
0.7      4736 
0.9      4736 
0.9      4736 
0.7      4736 
0.7      4736 
0.6      4736 
0.7      4736 
0.9      4736 
0.9      4736 
0.9      4736 
0.9      4736 
1.0      4736 
0.9      4736 
1.1      4736 
1.0      4736 
1.1      4736 
1.0      4706 
1.0      4736 
1.0      4736 
1.0      4736 
0.9      4736 
1.1      4736 
1.0      4736 
1.1      4736 
0.9      4736 
0.9      4736 
0.9      4736 
0.7      4706 
0.7      4736 
0.7      4736 
0.6      4736 
0.7      4736 
0.7      4736 
0.9      4736 
0.7      4736 
1.0      4706 
0.9      4706 
1.1      4736 
1.1      4736 
0.9      4736 
1.0      4736 
1.1      4736 
0.7      4736 
0.9      4736 
1.0      4736 
0.6      4706 
1.0      4706 
0.7      4736 
0.9      4736 
0.9      4736 
1.0      4736 
0.9      4736 
0.9      4736 
1.0      4736 
0.9      4736 
0.9      4706 
0.9      4736 
1.0      4736 
1.0      4736 
1.0      4706 
0.6      4736 
1.1      4706 
0.7      4736 
0.7      4736 
1.0      4706 
0.7      4706 
0.9      4736 
1.1      4736 
1.0      4736 
0.9      4736 
1.1      4736 
1.0      4706 
1.1      4706 
0.9      4736 
1.0      4736 
1.2      4736 
1.0      4736 
1.0      4736 
1.0      4736 
0.7      4706 
0.9      4736 
0.9      4736 
0.9      4706 
0.6      4706 
0.9      4736 
0.6      4736 
0.9      4736 
1.0      4706 
0.9      4736 
0.7      4736 
1.0      4736 
0.9      4736 
1.2      4706 
0.9      4736 
1.2      4736 
1.0      4736 
1.2      4736 
0.9      4736 
1.1      4736 
0.9      4736 
1.1      4736 
0.9      4706 
1.2      4736 
0.9      4706 
1.1      4736 
0.7      4736 
1.1      4736 
0.7      4736 
1.1      4736 
0.7      4736 
1.0      4706 
0.6      4736 
0.9      4706 
0.6      4706 
1.0      4706 
0.9      4706 
1.1      4706 
1.0      4736 
1.1      4706 
1.1      4706 
0.9      4736 
0.9      4736 
1.1      4706 
0.7      4736 
0.7      4706 
0.9      4736 
0.9      4706 
1.1      4706 
1.0      4706 
1.0      4706 
1.1      4736 
1.1      4706 
0.9      4736 
1.1      4736 
1.0      4706 
1.0      4706 
1.0      4736 
0.9      4736 
0.7      4706 
1.1      4736 
1.1      4706 
0.9      4706 
1.0      4706 
0.9      4706 
1.1      4736 
0.9      4706 
1.1      4706 
1.1      4706 
1.1      4706 
1.1      4706 
1.0      4706 
0.9      4706 
1.0      4736 
1.0      4706 
0.7      4706 
1.1      4706 
1.1      4706 
1.0      4706 
1.1      4706 
0.9      4736 
0.9      4706 
1.1      4706 
1.1      4736 
0.9      4706 
1.0      4706 
0.9      4736 
1.2      4706 
1.2      4706 
1.0      4736 
1.0      4706 
1.2      4706 
0.7      4706 
1.1      4706 
0.7      4736 
0.7      4736 
1.1      4706 
1.0      4706 
1.0      4706 
1.2      4706 
1.0      4736 
0.9      4706 
1.1      4706 
1.0      4736 
1.0      4706 
1.0      4736 
0.9      4706 
0.9      4706 
0.7      4706 
1.0      4706 
0.9      4706 
1.1      4706 
1.1      4706 
0.9      4706 
1.0      4706 
0.9      4706 
1.0      4706 
0.9      4677 
1.1      4706 
0.9      4706 
1.0      4706 
1.0      4706 
1.0      4736 
1.0      4736 
1.0      4706 
0.9      4706 
1.0      4706 
0.9      4706 
1.0      4706 
1.1      4706 
0.7      4706 
1.0      4706 
0.9      4706 
1.0      4706 
1.1      4706 
1.2      4706 
0.9      4706 
1.1      4706 
1.1      4706 
1.1      4706 
1.0      4706 
1.1      4706 
0.9      4706 
0.9      4706 
1.0      4706 
0.7      4706 
1.0      4706 
1.1      4706 
0.9      4706 
1.2      4706 
1.1      4706 
0.9      4706 
1.1      4706 
0.9      4706 
0.9      4706 
1.0      4706 
1.1      4706 
0.9      4706 
0.9      4706 
1.0      4706 
0.9      4677 
1.0      4706 
1.1      4706 
1.0      4736 
0.9      4706 
1.0      4706 
0.9      4706 
0.9      4736 
1.0      4706 
0.9      4706 
0.7      4706 
1.0      4706 
1.0      4706 
1.0      4706 
1.0      4706 
1.0      4706 
1.0      4706 
1.2      4706 
1.0      4706 
1.0      4706 
1.2      4706 
0.9      4706 
1.0      4706 
1.0      4706 
0.9      4706 
1.0      4706 
0.9      4706 
0.9      4706 
1.0      4706 
1.0      4706 
0.7      4706 
1.0      4706 
0.9      4706 
0.7      4706 
1.1      4706 
0.9      4706 
1.0      4706 
1.1      4706 
0.9      4706 
0.9      4706 
1.0      4706 
0.7      4706 
0.7      4706 
1.0      4706 
0.9      4706 
1.0      4706 
1.4      4677 
0.9      4706 
1.1      4706 
1.0      4706 
0.9      4706 
1.1      4706 
1.0      4706 
1.0      4677 
0.9      4706 
0.9      4706 
1.0      4706 
0.9      4677 
1.1      4706 
0.7      4677 
0.9      4677 
1.0      4677 
0.6      4706 
0.9      4677 
0.9      4677 
0.9      4706 
1.2      4677 
1.0      4706 
1.1      4677 
1.2      4706 
0.9      4706 
1.1      4706 
1.0      4677 
1.0      4706 
0.9      4706 
0.9      4677 
0.7      4677 
0.9      4706 
1.0      4706 
0.9      4677 
1.1      4706 
1.0      4677 
1.0      4706 
0.9      4706 
1.0      4706 
0.7      4706 
0.9      4706 
0.7      4706 
1.0      4677 
0.9      4706 
1.1      4706 
0.9      4677 
1.1      4706 
0.7      4677 
0.9      4706 
0.9      4677 
1.0      4706 
1.0      4677 
1.1      4706 
1.0      4706 
1.1      4706 
1.0      4706 
1.1      4677 
1.0      4706 
1.1      4706 
0.9      4677 
0.9      4677 
0.9      4677 
0.6      4677 
0.9      4677 
0.6      4677 
0.9      4706 
0.7      4677 
0.9      4677 
0.7      4677 
0.6      4677 
0.7      4677 
1.0      4677 
0.9      4677 
1.0      4706 
1.0      4677 
0.9      4677 
1.0      4677 
1.1      4677 
1.0      4677 
1.0      4706 
0.7      4706 
1.0      4677 
0.9      4677 
0.6      4677 
1.1      4677 
1.0      4677 
0.7      4677 
1.1      4677 
0.9      4677 
1.2      4677 
1.0      4706 
0.9      4706 
1.2      4706 
1.0      4677 
1.0      4677 
1.2      4677 
1.0      4677 
0.9      4677 
0.9      4677 
1.0      4677 
1.1      4677 
0.9      4706 
0.7      4677 
1.0      4706 
1.0      4677 
0.7      4677 
1.1      4677 
1.0      4677 
0.9      4706 
1.0      4677 
0.7      4706 
0.9      4677 
1.1      4706 
1.1      4677 
1.1      4677 
1.0      4677 
1.0      4706 
0.9      4677 
1.0      4677 
0.6      4677 
0.9      4677 
0.5      4677 
0.9      4677 
0.5      4677 
1.1      4677 
0.7      4677 
1.0      4677 
0.6      4677 
0.9      4677 
0.7      4677 
1.0      4677 
0.9      4677 
1.2      4677 
1.0      4677 
1.1      4677 
0.9      4677 
1.1      4677 
0.9      4677 
1.2      4677 
1.0      4677 
1.1      4677 
1.0      4677 
1.0      4706 
0.9      4677 
1.1      4677 
0.9      4677 
1.0      4677 
0.7      4677 
0.9      4677 
0.6      4706 
0.7      4677 
0.7      4677 
1.0      4677 
1.0      4677 
0.7      4677 
1.0      4677 
0.9      4677 
1.0      4677 
1.0      4677 
1.0      4677 
1.0      4677 
1.1      4677 
1.1      4677 
1.0      4677 
0.7      4677 
1.0      4677 
0.7      4677 
1.0      4677 
1.0      4677 
0.7      4677 
1.1      4677 
1.0      4677 
0.7      4677 
1.0      4677 
1.0      4677 
0.9      4677 
1.1      4677 
1.1      4677 
1.0      4677 
1.4      4677 
1.1      4677 
1.1      4677 
1.4      4677 
1.1      4677 
1.1      4677 
0.9      4677 
1.1      4677 
0.9      4677 
1.0      4677 
1.1      4677 
1.0      4677 
0.9      4677 
0.9      4677 
0.9      4677 
1.0      4677 
1.0      4677 
0.9      4677 
1.2      4677 
1.0      4677 
0.9      4677 
1.0      4677 
1.0      4677 
0.9      4677 
0.9      4677 
1.1      4677 
0.9      4677 
0.7      4677 
1.0      4677 
0.7      4677 
0.9      4677 
1.1      4648 
0.7      4677 
1.1      4677 
0.9      4677 
1.0      4677 
0.9      4677 
1.2      4677 
1.0      4677 
0.9      4677 
1.1      4677 
1.0      4677 
0.9      4677 
1.1      4677 
1.0      4648 
1.0      4677 
1.0      4677 
1.0      4677 
0.9      4677 
1.1      4677 
0.7      4677 
0.9      4648 
1.0      4677 
1.0      4677 
0.9      4677 
1.1      4677 
0.9      4677 
0.9      4677 
0.9      4648 
0.7      4677 
0.7      4677 
0.7      4677 
1.0      4648 
0.9      4677 
0.9      4677 
1.0      4648 
0.9      4677 
1.0      4677 
1.0      4677 
1.1      4677 
1.1      4648 
1.1      4677 
1.1      4677 
0.9      4677 
1.1      4648 
0.9      4677 
0.9      4677 
1.0      4677 
1.0      4648 
0.9      4677 
1.1      4677 
1.2      4677 
1.0      4677 
1.1      4677 
1.2      4648 
1.0      4677 
0.9      4677 
0.9      4648 
1.0      4677 
0.9      4677 
1.0      4677 
1.0      4677 
0.7      4677 
1.1      4677 
1.0      4677 
0.9      4648 
0.7      4677 
1.0      4677 
0.7      4677 
0.9      4677 
1.0      4677 
1.1      4677 
0.7      4648 
1.0      4677 
0.9      4677 
0.9      4677 
1.0      4648 
0.7      4648 
0.7      4648 
0.9      4677 
1.0      4677 
0.7      4648 
1.0      4648 
1.0      4677 
1.0      4677 
1.1      4648 
1.1      4677 
0.9      4677 
1.0      4677 
1.1      4648 
1.0      4677 
1.1      4677 
1.1      4648 
1.0      4677 
1.1      4677 
1.1      4677 
0.9      4677 
1.0      4677 
1.0      4677 
1.0      4648 
1.1      4648 
1.0      4677 
0.9      4648 
1.0      4648 
1.0      4677 
1.0      4648 
1.2      4677 
1.1      4648 
0.9      4677 
0.7      4648 
1.0      4648 
0.9      4677 
0.7      4648 
0.9      4677 
1.0      4648 
0.7      4677 
1.1      4677 
1.1      4648 
1.2      4648 
1.0      4648 
0.9      4648 
1.1      4677 
1.0      4677 
1.0      4648 
0.9      4648 
1.2      4677 
0.7      4677 
1.0      4648 
1.1      4677 
1.0      4648 
0.9      4648 
1.1      4648 
1.0      4648 
0.7      4648 
1.2      4648 
1.0      4648 
0.9      4648 
1.0      4648 
0.9      4648 
0.9      4648 
1.0      4677 
1.0      4648 
0.9      4648 
1.1      4677 
1.0      4648 
1.1      4677 
1.0      4648 
1.0      4648 
1.0      4677 
0.9      4677 
1.1      4648 
0.6      4648 
0.9      4648 
0.6      4677 
0.9      4648 
0.7      4648 
0.9      4677 
0.7      4648 
1.0      4648 
1.0      4648 
0.9      4648 
0.9      4648 
0.7      4648 
0.9      4677 
1.0      4677 
1.2      4648 
1.2      4648 
1.4      4648 
1.2      4648 
1.2      4648 
1.1      4648 
1.2      4648 
1.1      4677 
1.1      4677 
1.1      4648 
0.9      4648 
0.9      4677 
1.2      4648 
1.0      4648 
0.9      4648 
0.9      4648 
0.7      4648 
0.9      4677 
0.9      4648 
0.7      4648 
1.0      4648 
0.9      4648 
0.9      4648 
0.9      4648 
0.7      4648 
0.9      4648 
1.0      4677 
0.7      4677 
1.0      4648 
1.0      4648 
0.7      4648 
1.1      4648 
0.9      4648 
0.9      4648 
1.0      4648 
0.9      4648 
0.7      4648 
1.0      4648 
0.9      4648 
1.1      4648 
0.9      4648 
1.2      4648 
1.0      4677 
0.9      4648 
0.9      4648 
0.9      4648 
1.2      4648 
0.7      4648 
1.0      4648 
0.9      4648 
0.7      4648 
0.7      4648 
1.0      4648 
0.9      4677 
0.9      4619 
0.9      4648 
0.7      4648 
0.7      4648 
1.2      4648 
0.9      4648 
1.2      4648 
0.9      4648 
0.9      4648 
1.0      4648 
0.9      4648 
1.0      4648 
0.6      4648 
1.0      4648 
0.5      4648 
1.0      4648 
0.6      4648 
0.7      4648 
0.6      4648 
0.9      4648 
0.6      4648 
1.0      4648 
0.6      4648 
1.0      4648 
0.7      4648 
1.2      4648 
1.0      4648 
1.4      4648 
1.0      4648 
1.2      4648 
1.0      4648 
1.1      4677 
0.9      4648 
1.1      4648 
1.0      4648 
1.0      4648 
0.7      4648 
0.9      4648 
0.7      4619 
1.0      4648 
0.6      4648 
0.9      4648 
0.9      4648 
0.7      4648 
1.0      4648 
1.0      4648 
0.7      4677 
1.1      4648 
1.1      4648 
0.9      4648 
0.9      4648 
1.1      4648 
0.9      4648 
1.1      4648 
1.0      4619 
1.0      4648 
0.9      4648 
1.1      4648 
1.0      4648 
1.1      4648 
1.0      4648 
1.0      4648 
1.1      4619 
1.2      4648 
1.1      4648 
1.1      4648 
1.1      4648 
1.0      4648 
0.7      4619 
0.9      4648 
1.1      4648 
0.9      4619 
0.9      4648 
1.0      4648 
0.7      4648 
1.0      4619 
0.7      4619 
0.9      4648 
0.9      4648 
1.0      4619 
1.0      4648 
0.9      4619 
1.2      4619 
0.9      4648 
0.9      4619 
1.0      4648 
1.1      4648 
0.9      4648 
0.9      4648 
1.1      4619 
0.9      4648 
1.1      4648 
1.0      4619 
1.0      4648 
1.2      4648 
0.9      4648 
1.1      4648 
0.9      4648 
1.0      4619 
0.9      4619 
1.1      4648 
1.0      4648 
0.7      4648 
1.0      4619 
1.0      4619 
0.7      4619 
0.7      4648 
1.0      4619 
1.0      4648 
0.9      4619 
1.0      4619 
1.1      4619 
1.0      4619 
1.0      4648 
1.1      4648 
0.9      4619 
